iteration,mean_reward
1,9923.2299
2,8859.432825
3,7741.944449999998
4,8174.518874999998
5,9966.8412
6,7656.033374999999
7,8589.453975
8,7327.436624999999
9,9018.376874999998
10,8156.4425999999985
11,9596.634975
12,9035.302275
13,9087.889275
14,7620.578774999999
15,8354.8395
16,7582.155075
17,6209.0034749999995
18,9548.831699999999
19,8880.572925
20,8667.75375
21,8812.887299999997
22,7601.3369999999995
23,9050.997374999999
24,7860.152474999998
25,7288.9638749999995
26,8942.548499999999
27,7691.75955
28,6596.722575
29,8361.324675
30,7871.844375
31,7342.1208
32,8007.093449999999
33,8673.986475
34,8241.732225
35,6758.330399999999
36,7053.8640749999995
37,8283.13785
38,8031.855599999999
39,9498.758174999999
40,8984.460599999999
41,7936.334325
42,9161.574075
43,7092.763875
44,7533.735299999999
45,9705.485475
46,9682.2135
47,7573.626899999999
48,8421.913125
49,7440.685649999999
50,6214.385249999999
51,8684.945774999998
52,7368.692849999999
53,9392.78925
54,9706.182299999999
55,7226.983574999999
56,7422.083324999999
57,9440.0001
58,8468.331299999998
59,8285.423174999998
60,8991.5382
61,9342.399375
62,9129.506174999997
63,9113.314049999997
64,8177.388749999999
65,8747.875124999999
66,9813.062249999999
67,7900.350749999999
68,7266.9055499999995
69,8872.341074999998
70,6861.680549999999
71,10496.1474
72,8070.657074999999
73,7024.665149999999
74,7813.76985
75,7955.740575
76,8044.193925
77,6688.88505
78,6941.375774999999
79,7454.5641
80,8290.24965
81,8422.2297
82,7675.325325
83,6846.619725
84,8660.674349999998
85,9178.674975
86,9913.8879
87,7653.008474999999
88,8087.978924999999
89,9033.628499999999
90,9010.170449999998
91,7685.963325000001
92,7480.93725
93,8042.431949999998
94,7930.452374999999
95,8872.73505
96,7619.27085
97,10314.888524999998
98,8842.290074999999
99,8003.129624999999
100,7750.027574999999
101,7772.8895999999995
102,9071.58555
103,7838.072324999999
104,8929.88775
105,8878.137974999998
106,8994.481875
107,7877.577824999999
108,9183.97395
109,7411.297274999999
110,10141.526025
111,7394.4434249999995
112,7842.858974999999
113,8745.777225
114,9299.096774999998
115,7089.080849999999
116,7237.539675
117,10460.317949999999
118,6954.365024999999
119,7990.301249999999
120,9325.498724999998
121,6879.710474999999
122,8758.4076
123,8376.77025
124,10332.882225000001
125,7414.1012249999985
126,8623.96695
127,8417.335500000001
128,8014.297274999999
129,5990.002425
130,8217.971775
131,7814.792024999999
132,7307.157374999999
133,8273.61585
134,10585.210499999997
135,10170.747899999998
136,8289.002925
137,7763.760899999998
138,7081.7571
139,8615.213099999999
140,7611.917849999999
141,10050.1641
142,8806.001175000001
143,9851.025824999999
144,10503.395324999998
145,7128.166275
146,7530.733574999999
147,8117.968724999998
148,6704.9032499999985
149,8129.359124999999
150,7626.82365
151,6768.35865
152,7837.450874999999
153,6816.617324999999
154,8379.337049999998
155,6995.310750000001
156,6690.3552
157,6512.948775000001
158,7522.58745
159,8835.412725
160,8008.861499999999
161,6188.7456
162,7186.558499999998
163,8795.1501
164,9422.687924999998
165,8450.35875
166,8278.87545
167,8633.05695
168,7734.486824999999
169,9016.089975
170,8092.05615
171,6183.354375
172,8182.139174999998
173,7136.265149999999
174,8584.124399999999
175,9009.367875
176,9383.404275
177,7718.770124999999
178,8426.177549999999
179,9013.498424999998
180,9491.50125
181,8233.465725
182,8633.727225000002
183,8379.318825
184,6672.0248999999985
185,9519.7374
186,7555.821749999999
187,10535.4423
188,6907.525425
189,10101.591675
190,8280.46755
191,8193.948975
192,8813.440575
193,8313.250049999999
194,8922.901275
195,8408.84535
196,6823.8279
197,6855.1236
198,8685.120824999998
199,10721.75535
200,6272.839349999998
201,9065.773799999999
202,8499.6153
203,8949.558374999999
204,7866.051074999999
205,7195.5978749999995
206,7470.745425
207,8182.56105
208,10695.570525
209,7558.144649999999
210,7338.411
211,9215.99055
212,6977.579624999999
213,7610.955299999999
214,8727.502725
215,8439.938774999999
216,7545.102975
217,7220.6705249999995
218,8149.745474999999
219,7779.372974999998
220,7501.235625
221,6976.552949999999
222,8164.266524999998
223,8305.67835
224,8585.60715
225,7348.422825
226,7995.416399999999
227,8168.083199999998
228,8662.98825
229,8443.755674999999
230,7440.298425
231,7688.844675
232,7668.453374999999
233,7173.13815
234,10609.445925
235,8275.07115
236,7755.460874999999
237,8071.53255
238,6871.1202
239,7765.70175
240,8180.0703
241,6945.008174999999
242,8190.971325
243,9765.749474999999
244,10068.11415
245,7190.368200000001
246,8043.851925
247,7223.1369749999985
248,8088.295725
249,9499.593825
250,7472.267999999999
251,6951.595724999999
252,8243.935425
253,8900.751825
254,7251.912899999999
255,7827.217649999999
256,8715.22245
257,7320.531375
258,6262.9503749999985
259,8255.90475
260,8385.707475
261,7349.6218499999995
262,9262.33785
263,7176.091950000001
264,7266.716099999999
265,8215.650899999999
266,7804.784475
267,8107.19505
268,8634.828149999998
