iteration,mean_reward
1,10463.0012
2,12722.582399999998
3,12418.3153
4,10655.272499999997
5,12678.782299999999
6,11087.8706
7,12121.070100000003
8,12479.2237
9,12797.5513
10,10011.638
11,10396.6442
12,12880.740800000001
13,9564.404500000002
14,12348.6098
15,12765.005
16,10950.3731
17,11466.062200000002
18,11370.464899999999
19,10057.563999999998
20,10825.997100000002
21,12780.090500000002
22,10902.0058
23,8760.6202
24,12783.6673
25,11749.697000000002
26,11514.814199999999
27,9057.8741
28,12159.2249
29,11661.4092
30,11035.9832
31,10558.7824
32,9989.38
33,9217.2989
34,11121.7421
35,11088.027
36,11076.903
37,11185.772599999998
38,9936.9641
39,11796.839900000003
40,9699.9585
41,10120.8529
42,9803.365800000001
43,10190.3525
44,10476.499399999999
45,11926.095
46,11949.6852
47,12663.078300000001
48,11773.610699999997
49,12190.502200000003
50,12988.7721
51,10765.015699999998
52,9581.0185
53,9670.5446
54,13711.8779
55,12018.859100000001
56,12256.4533
57,9077.4104
58,10596.483800000002
59,12363.761100000002
60,12097.022000000003
61,11621.1523
62,12268.9692
63,8408.744600000002
64,9736.5136
65,10320.3531
66,10819.532400000002
67,12408.222400000002
68,9724.8199
69,10741.754500000003
70,11095.4496
71,11174.592200000003
72,12378.688
73,11288.168800000001
74,10105.4988
75,10633.442800000003
76,12200.976099999998
77,10258.0452
78,11135.1819
79,9366.823400000001
80,10959.6126
81,11602.8118
82,10895.2283
83,12364.8016
84,11717.761600000002
85,12744.167
86,12130.810699999998
87,10845.326
88,11174.0201
89,11549.938799999998
90,11428.9298
91,11250.5996
92,10205.248700000002
93,10671.580600000001
94,12362.2531
95,9642.8391
96,9778.8896
97,10763.5737
98,11757.8799
99,10926.6929
100,11668.330499999998
101,7714.7915
102,9147.6326
103,11030.6283
104,9556.367100000001
105,10686.480699999998
106,11182.2771
107,10605.116399999999
108,11861.434899999998
109,10549.1882
110,12349.1292
111,10434.535600000001
112,11427.6292
113,9564.5337
114,11520.322900000001
115,12400.595
116,9503.8037
117,12849.3058
118,10911.663599999998
119,9110.8288
120,12236.154300000002
121,10624.5758
122,10751.856500000002
123,11562.6401
124,9770.2324
125,10621.684200000002
126,10618.761
127,11134.906099999998
128,9889.0504
129,13267.1221
130,10925.54
131,10477.7952
132,10366.001299999998
133,12614.5424
134,10900.640499999998
135,12439.2988
136,12035.852600000002
137,13788.609699999999
138,11133.296999999999
139,12408.8629
140,12612.276699999999
141,11680.7383
142,11608.373899999999
143,11548.473100000001
144,8894.6379
145,13042.5777
146,11530.963500000002
147,10155.444
148,11826.421799999996
149,10016.424100000002
150,9321.674099999998
151,9999.1548
152,12486.022800000002
153,10825.793199999998
154,10195.0861
155,11784.5556
156,10833.0818
157,9419.642100000001
158,10564.479599999999
159,11622.249000000002
160,11611.495600000002
161,10496.178199999998
162,8718.6488
163,9942.1308
164,12646.046699999999
165,10569.5417
166,9596.9994
167,11340.956400000001
168,10308.254
169,11852.571600000001
170,10811.6377
171,11333.1229
172,12965.252700000001
173,12553.1495
174,11258.679500000002
175,9845.5187
176,11244.126900000001
177,11911.073999999999
178,10035.910100000001
179,12282.1502
180,11851.3433
181,10517.958200000003
182,11472.1966
183,9648.406200000001
184,10879.237799999997
185,11265.176400000002
186,10316.9611
187,11964.3402
188,9083.2677
189,11224.6675
190,9975.960700000001
191,9071.5019
192,11032.363500000001
193,9670.802100000003
194,11503.938799999998
195,11038.265
196,12185.4004
197,11719.058700000001
198,10129.079200000002
199,11546.8642
200,10491.2864
201,10135.5358
202,11348.85
203,9233.5523
204,12984.5202
205,12144.7978
206,11451.693900000002
207,9968.509100000001
208,10944.66
209,11230.975299999998
210,11435.22
211,10766.3675
212,10304.716900000001
213,9872.1968
214,9175.6423
215,10314.4917
216,11008.5461
217,10359.8181
218,11609.8401
219,10806.025299999998
220,11948.6506
221,9901.1846
222,10910.739700000002
223,10400.7841
224,11847.013399999998
225,9400.0226
226,11400.426099999999
227,12558.508300000001
228,9677.5966
229,12246.5537
230,11399.01
231,9690.4277
232,11576.991399999999
233,10221.374700000002
234,12003.912600000003
235,9740.245700000001
236,11617.8034
237,10692.391599999999
238,11493.593399999998
239,12270.403999999999
240,11052.5159
241,10781.2957
242,10022.188600000001
243,11154.878999999999
244,9666.8201
245,9178.921
246,11573.979100000002
247,10759.808500000001
248,12288.197900000001
249,10894.808700000001
250,9090.589600000001
251,11458.6178
252,11920.207199999997
253,10807.7409
254,10762.1997
255,10787.415499999997
256,10296.5978
257,13888.658499999996
258,10684.7542
259,10431.005200000001
260,9926.160800000001
261,11043.271999999999
262,13421.526600000001
263,12071.4055
264,8368.7228
265,9508.561700000002
266,11613.834500000003
267,12182.279400000001
268,11108.5452
269,8867.9489
270,11252.622200000002
271,12272.4074
272,12238.560300000001
273,12632.0409
274,10988.9026
275,10417.7613
276,10665.4606
277,11524.5722
278,9726.2401
279,10037.8804
280,9463.6126
281,10815.976799999999
282,11966.185
283,13074.977599999998
284,11075.4451
285,11554.946699999999
286,9548.9798
287,12365.8146
288,8870.6388
289,10595.4658
290,10390.3416
291,10957.096999999998
292,12717.502000000002
293,9761.2007
294,12505.919
295,10832.0557
296,11956.3932
297,9858.5572
298,12830.9174
299,12714.380099999998
300,10805.692600000002
301,13527.0423
302,11525.7066
303,10721.438900000001
304,12873.384199999999
305,9443.5628
306,10007.4523
307,13127.3983
308,11723.3252
309,8519.938300000002
310,9275.9161
311,10672.2712
312,8622.923999999999
313,11463.082799999998
314,11503.127700000001
315,13239.329
316,9888.428
317,9665.313400000001
318,11606.9951
319,10467.8971
320,11366.6452
321,10291.756599999999
322,11207.332400000003
323,12626.920799999998
324,9829.4415
325,12208.0462
326,9578.753
327,9818.1304
328,11184.9415
329,9610.6588
330,10873.592700000001
331,11456.919200000002
332,10306.538800000002
333,10123.3108
334,9104.842700000001
335,8787.485900000001
336,12357.3973
337,10625.9749
338,9902.5471
339,11637.993699999999
340,11498.8283
341,11095.508
342,14012.5628
343,12201.917
344,11520.6761
345,9930.6114
346,9365.8655
347,11221.1288
348,11960.3702
349,12235.1942
350,13139.933799999999
351,11663.289500000003
352,9909.378
353,9274.6253
354,11100.653999999999
355,11019.409300000001
356,10328.365899999999
357,12865.506300000001
358,9858.8574
359,11322.270400000001
360,10414.4326
361,9844.8052
362,12150.3002
363,10511.353000000001
364,10941.405200000001
365,10567.613900000002
366,9420.6055
367,11192.025299999998
368,11205.968400000002
369,11375.3649
370,12876.7852
371,12970.396299999999
372,11365.2938
373,9085.065700000001
374,10532.013899999998
375,10319.021999999999
376,14158.169199999998
377,11495.9748
378,10871.078000000001
379,11529.6206
380,12331.5747
381,12617.934
382,11039.354100000002
383,9171.4995
384,11666.697000000002
385,9841.5417
386,10616.2175
387,10015.662699999999
388,11723.4694
389,12197.489300000001
390,10162.62
391,11398.5939
392,12750.7158
393,12721.428399999999
394,11474.564500000002
395,12370.6556
396,12733.1352
397,11506.669399999999
398,8778.033300000001
399,12670.555400000001
400,11728.7629
401,13796.939199999999
402,9465.4729
403,12292.4069
404,10409.4302
405,11895.5748
406,10537.8224
407,10751.792000000001
408,10927.2918
409,12170.118599999998
410,13730.900100000003
411,11736.687000000002
412,11615.6647
413,11224.077299999999
414,8442.265800000001
415,11885.882800000003
416,11028.423799999999
417,10981.5985
418,10040.952400000002
419,12244.9176
420,11265.818000000001
421,11569.659
422,11705.500600000001
423,11435.877700000001
424,10644.2062
425,9689.0097
426,9585.951200000001
427,9625.663700000001
428,9947.8541
429,10004.6605
430,10404.4988
431,11478.168300000001
432,11571.518399999999
433,9406.798600000002
434,9989.299200000001
435,11865.6367
436,12686.7964
437,10690.5688
438,9479.524
439,10696.6788
440,10450.8753
441,10399.859100000001
442,9903.878200000001
443,10342.2549
444,11516.808900000002
445,10964.395
446,13434.5501
447,10407.713500000002
448,11240.797800000002
449,12005.2472
450,10018.544500000002
451,11179.739300000001
452,11864.0557
453,10219.1643
454,11861.4327
455,10788.341400000001
456,10647.614399999999
457,9492.8708
458,9876.4158
459,9363.0314
460,12669.068500000001
461,11131.694
462,10386.483999999999
463,10182.2565
464,9749.019
465,11009.394400000001
466,10931.314300000002
467,10103.448100000001
468,12446.489599999999
469,10088.3681
470,11473.452800000001
471,11623.809500000001
472,10371.8109
473,9688.1509
474,11483.466999999997
475,12294.549500000001
476,10681.8545
477,12138.5507
478,10348.6673
479,11338.021
480,12431.136600000002
481,10115.143100000001
482,10514.7008
483,11166.364399999999
484,10281.601400000001
485,10122.9524
486,9946.618400000001
487,11246.139000000001
488,10264.0951
489,12616.6774
490,11286.5449
491,11721.6793
492,11530.819500000001
493,14435.392199999997
494,9242.5448
495,11164.1745
496,12697.668300000001
497,12508.285599999997
498,9664.3252
499,10891.175699999998
500,9519.2962
501,12543.2246
502,10668.6942
503,9371.636300000002
504,10413.718499999999
505,12132.080800000002
506,10728.5066
507,9921.6566
508,10266.0242
509,11681.143100000001
510,10272.5255
511,11809.115899999999
512,10991.3001
513,11129.3244
514,10210.864599999999
515,10949.131500000001
516,10982.1316
517,8982.106099999999
518,10920.2511
519,10732.155900000002
520,10389.573
521,11065.239399999999
522,11805.0069
523,11984.723100000001
524,13326.294399999999
525,11558.2248
526,12033.0394
527,10162.3152
528,12219.905900000002
529,11224.9228
530,12393.380699999998
531,10301.886700000001
532,11083.857000000002
533,10266.527900000001
534,10097.610200000001
535,12427.1533
536,13525.410300000003
537,10587.7005
538,11179.159599999999
539,10032.119400000001
540,10442.973399999999
541,13395.903600000001
542,11069.3802
543,11864.13
544,11369.983199999999
545,11450.6558
546,10325.094799999999
547,12542.510900000003
548,12488.498500000002
549,9483.8171
550,9703.958200000001
551,11030.858100000001
552,8989.4468
553,11609.517199999997
554,10779.8193
555,11214.4127
556,9301.066799999999
557,11362.007000000001
558,13379.9913
559,9442.216900000001
560,10463.036500000002
561,12052.952800000001
562,11714.872799999997
563,12683.993
564,10761.0398
565,10920.569599999999
566,11773.193700000002
567,12243.3037
568,11556.836399999998
569,9891.3599
570,11776.9049
571,10022.6936
572,12013.846000000001
573,9327.8423
574,14221.1052
575,12156.8677
576,13244.6275
577,12579.54
578,11026.707900000001
579,13188.9176
580,11129.4501
581,11296.370899999998
582,9530.747800000001
583,11467.758
584,11341.278599999998
585,12316.6073
586,8620.446100000001
587,9502.775
588,11543.392000000002
589,10585.8681
590,9406.1849
591,11219.2398
592,10843.937799999998
593,13106.9274
594,10893.048400000001
595,9554.1744
596,10382.694599999999
597,10592.0581
598,10449.5285
599,12253.8937
600,9080.1151
601,10922.886999999999
602,11456.736
603,13114.6121
604,10997.1075
605,10100.985700000001
606,11243.181600000002
607,9949.9974
608,10692.138200000001
609,11211.294300000001
610,12260.3425
611,11546.0026
612,11943.1789
613,11314.754300000002
614,11798.948299999998
615,11781.160300000003
616,11057.1556
617,10908.884399999999
618,10225.951200000001
619,10880.8981
620,12048.4238
621,9399.8228
622,10755.504700000001
623,10814.169199999998
624,10875.536399999999
625,11320.394199999999
626,11785.4865
627,12540.921400000001
628,12477.967100000002
629,12665.1569
630,10660.51
631,12325.716100000001
632,10998.078500000001
633,11839.433500000001
634,8892.78
635,10931.9071
636,12807.629800000002
637,11923.158300000001
