iteration,mean_reward
1,10091.489850000002
2,9822.7422
3,11200.4904
4,9959.008
5,9594.629125000001
6,10420.009175
7,10869.843725
8,10870.867875000002
9,9507.607025
10,11659.408525
11,10220.567200000001
12,9727.414424999999
13,11288.920625
14,9326.42685
15,9953.01445
16,10409.9774
17,10447.486949999999
18,9627.6864
19,9886.23935
20,8571.591575
21,9080.759975
22,8409.25445
23,10624.926200000002
24,10846.192275000001
25,10484.318625
26,9381.738175
27,9599.721625
28,9533.197849999999
29,10774.84465
30,9991.8739
31,8101.355075
32,10549.353599999999
33,10401.614725000001
34,10313.132275
35,11748.704950000001
36,9291.7969
37,11778.284925
38,10667.8571
39,12262.613474999998
40,11604.190175000002
41,11976.4308
42,13307.127574999999
43,9584.4646
44,11261.94545
45,7997.045024999999
46,10109.584050000001
47,11645.809375
48,9339.117025
49,11487.0888
50,12364.094475
51,10039.156224999999
52,10685.5277
53,11039.389575000001
54,9834.733875
55,10451.528375
56,7941.354299999999
57,11428.179975000001
58,10688.762974999998
59,10142.08955
60,10399.245499999999
61,9552.055374999998
62,9178.289575
63,10948.9583
64,11090.521850000001
65,8922.483525
66,10687.4054
67,11278.201374999999
68,11388.6773
69,9401.676849999998
70,9425.925650000001
71,10033.2244
72,9665.46155
73,10711.946625
74,12204.768425
75,11208.516399999999
76,11817.899874999997
77,12505.964825
78,10544.32745
79,10281.559075000001
80,10781.79595
81,8743.0735
82,8532.32905
83,11991.245375
84,10426.954075000001
85,9922.497150000001
86,9578.143925
87,8721.628600000002
88,10899.19615
89,9353.36895
90,10214.480475
91,8297.198325
92,8339.022775000001
93,10692.7223
94,9647.033825
95,10258.577825000002
96,10336.699849999999
97,10221.896425
98,10450.586475
99,9005.729600000002
100,10077.5462
101,11514.767450000001
102,9117.846125
103,9830.270475000001
104,12641.405375
105,8459.873300000001
106,10078.600425
107,10708.9736
108,10207.217949999998
109,10031.74185
110,10062.591049999999
111,10024.858525
112,10016.494075
113,8088.7138749999995
114,9222.79
115,8731.662000000002
116,10636.288725
117,11190.4034
118,11899.7109
119,9156.331
120,8218.594225
121,11419.8205
122,10963.285875
123,10911.38855
124,9095.648775
125,9568.2797
126,9126.1076
127,10584.24585
128,8173.475825
129,10355.491075
130,9747.221925
131,9156.063775
132,9855.130949999999
133,10557.888650000003
134,9933.0963
135,9498.062
136,9600.129275
137,9305.479625
138,8007.7248
139,8881.218524999998
140,9506.012249999998
141,8788.31525
142,9038.2195
143,9775.613299999999
144,9625.870224999999
145,9966.616700000002
146,10853.491324999999
147,8423.952125
148,9694.738075
149,10528.551975
150,7578.633400000001
151,9274.361875
152,10239.10395
153,9443.736925
154,8494.659824999999
155,11248.38115
156,9787.247775
157,9508.583825000002
158,12788.965875
159,9218.24435
160,9177.698425
161,10137.87585
162,10297.391500000002
163,9155.302024999999
164,8806.034775
165,12522.641199999998
166,10775.103899999998
167,8099.844125
168,10668.345474999998
169,10833.178025
170,9896.8037
171,9144.914575
172,9333.913824999998
173,11336.9363
174,12221.351575
175,9229.387250000002
176,10030.0885
177,9425.2461
178,11005.347625
179,11113.705499999998
180,10996.121850000001
181,9148.088375
182,9962.331825
183,10554.751175
184,10103.7771
185,11374.544100000001
186,10572.330075
187,7502.057275
188,8240.706075
189,11341.6621
190,10579.025325000002
191,9943.8884
192,8849.7102
193,9788.360524999998
194,11591.011625000001
195,9430.498274999998
196,8797.77965
197,8999.761449999998
198,8171.602800000001
199,9279.346825
200,11097.4922
201,8839.687925
202,8357.945174999999
203,10585.431299999998
204,10511.358675
205,11471.139474999998
206,10786.0919
207,9017.9916
208,11216.375
209,6251.625725
210,8962.582025
211,11344.682624999998
212,8935.580025000001
213,8807.63905
214,10770.01125
215,9973.319824999999
216,8338.668725000001
217,9661.122825
218,9358.353899999998
219,10177.49085
220,11755.994450000004
221,9233.0067
222,9543.466525000002
223,10092.354325
224,11916.294049999999
225,9795.321325
226,9336.803125
227,10235.772099999998
228,8795.443449999999
229,8089.624375000001
230,11553.933500000001
231,9550.8114
232,8813.610450000002
233,10001.81565
234,11249.7404
235,9509.630175
236,9382.22345
237,10585.808975
238,8401.5825
239,11273.396575000002
240,8946.813
241,11435.705
242,11712.6526
243,10281.79135
244,9392.593325
245,10307.976525
246,9436.910549999999
247,10023.11515
248,9459.57565
249,10066.6467
250,8196.36055
251,9709.375600000001
252,10029.399500000001
253,9614.243574999999
254,9422.601675000002
255,9802.206075
256,11799.740800000001
257,7121.937625
258,10932.91255
259,11578.632675
260,9026.431799999998
261,10778.824449999998
262,11034.2386
263,9866.237525
264,9289.54305
265,11123.487524999999
266,9902.25985
267,10279.716125
268,10253.2466
269,10203.113225000001
270,9733.641725
271,10846.688725
272,8511.984149999998
